country,field,year,num_patent_granted,complete
Netherlands,Personal Devices and Computing,2019,8,False
Netherlands,Personal Devices and Computing,2021,5,False
Taiwan,Personal Devices and Computing,2022,57,False
Malaysia,Personal Devices and Computing,2017,9,True
Italy,Personal Devices and Computing,2020,9,False
United States,Personal Devices and Computing,2024,3,False
Luxembourg,Personal Devices and Computing,2017,2,True
Finland,Personal Devices and Computing,2018,9,True
Finland,Personal Devices and Computing,2019,12,False
Slovakia,Personal Devices and Computing,2015,0,True
Canada,Personal Devices and Computing,2019,236,False
India,Physical Sciences and Engineering,2016,1,True
Brazil,Physical Sciences and Engineering,2019,13,False
European Patent Organization,Physical Sciences and Engineering,2020,21,False
United Kingdom,Physical Sciences and Engineering,2017,18,True
Italy,Physical Sciences and Engineering,2022,0,False
San Marino,Physical Sciences and Engineering,2015,0,True
Australia,Physical Sciences and Engineering,2016,19,True
Czechia,Physical Sciences and Engineering,2023,0,False
Lithuania,Physical Sciences and Engineering,2018,1,True
Luxembourg,Physical Sciences and Engineering,2017,0,True
Spain,Security,2021,3,False
Mexico,Security,2022,0,False
Sweden,Security,2021,2,False
European Patent Organization,Security,2017,14,True
World Intellectual Property Organization (WIPO),Security,2020,7,False
Hungary,Security,2017,0,True
Australia,Security,2019,39,False
Portugal,Security,2020,0,False
Romania,Security,2018,0,True
United States,Security,2016,387,True
Germany,Security,2017,13,True
Chile,Security,2015,0,True
Austria,Security,2019,0,False
Bulgaria,Security,2017,0,True
Czechia,Telecommunications,2019,1,False
Australia,Telecommunications,2020,136,False
Australia,Telecommunications,2021,162,False
Israel,Telecommunications,2016,3,True
Lithuania,Telecommunications,2016,2,True
South Africa,Telecommunications,2018,0,True
Bulgaria,Telecommunications,2018,0,True
United States,Telecommunications,2015,743,True
Singapore,Transportation,2016,3,True
Mexico,Transportation,2016,11,True
South Korea,Transportation,2017,190,True
Poland,Transportation,2015,2,True
Switzerland,Transportation,2016,1,True
South Africa,Transportation,2020,0,False
Hungary,Transportation,2021,0,False
Czechia,Transportation,2019,0,False
Taiwan,Transportation,2015,0,True
United Kingdom,Agriculture,2021,1,False
Philippines,Agriculture,2020,1,False
New Zealand,Agriculture,2021,0,False
Poland,Agriculture,2016,0,True
Ukraine,Agriculture,2023,0,False
Mexico,Agriculture,2019,6,False
India,Agriculture,2018,1,True
Taiwan,Agriculture,2020,1,False
India,All,2021,1,False
Mexico,All,2018,71,True
New Zealand,All,2017,18,True
France,All,2020,214,False
Eurasian Patent Organization,All,2018,7,True
South Korea,All,2017,1874,True
China (mainland),Banking and Finance,2018,269,True
China (mainland),Banking and Finance,2022,480,False
Philippines,Banking and Finance,2016,0,True
Iran,Banking and Finance,2018,0,True
Italy,Banking and Finance,2020,0,False
Peru,Banking and Finance,2022,2,False
Costa Rica,Banking and Finance,2020,0,False
Saudi Arabia,Banking and Finance,2022,0,False
Finland,Banking and Finance,2018,0,True
Luxembourg,Banking and Finance,2020,0,False
Poland,Banking and Finance,2018,0,True
Serbia,Business,2018,0,True
Philippines,Business,2021,0,False
Slovakia,Business,2023,0,False
Portugal,Business,2018,0,True
Taiwan,Business,2024,0,False
Mexico,Business,2020,10,False
Peru,Energy Management,2022,0,False
Belgium,Energy Management,2018,0,True
Canada,Energy Management,2022,3,False
India,Energy Management,2015,2,True
Turkey,Energy Management,2019,0,False
Sweden,Energy Management,2020,3,False
Romania,Energy Management,2019,0,False
Romania,Energy Management,2022,0,False
San Marino,Industry and Manufacturing,2015,0,True
Japan,Industry and Manufacturing,2021,184,False
India,Industry and Manufacturing,2017,8,True
United Kingdom,Industry and Manufacturing,2015,1,True
United Kingdom,Industry and Manufacturing,2019,10,False
Israel,Industry and Manufacturing,2016,0,True
Uruguay,Industry and Manufacturing,2020,1,False
Austria,Industry and Manufacturing,2021,2,False
Norway,Industry and Manufacturing,2016,0,True
Canada,Industry and Manufacturing,2022,0,False
European Patent Organization,Life Sciences,2020,101,False
Belgium,Life Sciences,2019,0,False
Singapore,Life Sciences,2017,24,True
Singapore,Life Sciences,2020,0,False
Italy,Life Sciences,2016,5,True
Germany,Life Sciences,2021,42,False
Lithuania,Life Sciences,2019,1,False
Austria,Life Sciences,2023,0,False
Sri Lanka,Life Sciences,2016,1,True
Costa Rica,Personal Devices and Computing,2020,0,False
Germany,Personal Devices and Computing,2017,103,True
Philippines,Personal Devices and Computing,2021,14,False
Japan,Personal Devices and Computing,2023,28,False
Spain,Personal Devices and Computing,2015,15,True
India,Personal Devices and Computing,2015,43,True
Israel,Physical Sciences and Engineering,2020,0,False
Canada,Physical Sciences and Engineering,2015,22,True
Sweden,Physical Sciences and Engineering,2019,2,False
Greece,Physical Sciences and Engineering,2023,0,False
Australia,Physical Sciences and Engineering,2019,41,False
New Zealand,Physical Sciences and Engineering,2016,0,True
Poland,Physical Sciences and Engineering,2017,3,True
Switzerland,Security,2017,0,True
Peru,Security,2017,0,True
France,Security,2017,4,True
Brazil,Security,2018,5,True
China (mainland),Security,2018,400,True
Germany,Security,2024,2,False
Eurasian Patent Organization,Security,2015,0,True
Netherlands,Security,2020,1,False
Netherlands,Security,2022,0,False
Japan,Security,2020,107,False
European Patent Organization,Telecommunications,2019,134,False
Brazil,Telecommunications,2021,10,False
Poland,Telecommunications,2015,1,True
Peru,Telecommunications,2019,1,False
South Korea,Telecommunications,2019,1047,False
Turkey,Telecommunications,2015,2,True
Philippines,Telecommunications,2020,2,False
Argentina,Telecommunications,2018,0,True
Philippines,Transportation,2019,1,False
Argentina,Transportation,2018,0,True
Argentina,Transportation,2020,0,False
Cuba,Transportation,2020,0,False
India,Transportation,2020,0,False
China (mainland),Transportation,2017,438,True
China (mainland),Transportation,2022,4675,False
Netherlands,Transportation,2017,1,True
Slovenia,Transportation,2015,0,True
Israel,Transportation,2021,1,False
Philippines,Agriculture,2016,2,True
Ukraine,Agriculture,2018,1,True
International Bureau of WIPO,Agriculture,2016,0,True
Portugal,Agriculture,2015,0,True
Romania,Agriculture,2017,0,True
Italy,Agriculture,2022,0,False
Mexico,Agriculture,2022,0,False
South Korea,Agriculture,2020,116,False
Morocco,Agriculture,2022,1,False
Brazil,All,2015,50,True
Netherlands,All,2017,5,True
Bulgaria,All,2020,10,False
Spain,All,2021,56,False
Japan,All,2024,6,False
Germany,All,2022,291,False
France,All,2015,32,True
France,All,2022,127,False
Eurasian Patent Organization,All,2016,3,True
Sweden,All,2022,18,False
Singapore,All,2020,30,False
United States,All,2015,3168,True
Israel,All,2018,10,True
Philippines,All,2018,4,True
United States,Banking and Finance,2018,521,True
China (mainland),Banking and Finance,2024,170,False
Russia,Banking and Finance,2015,1,True
Romania,Banking and Finance,2022,0,False
Luxembourg,Banking and Finance,2017,0,True
San Marino,Business,2018,0,True
Poland,Business,2020,2,False
World Intellectual Property Organization (WIPO),Business,2020,7,False
Germany,Business,2016,17,True
United Kingdom,Business,2019,20,False
Eurasian Patent Organization,Business,2018,0,True
United States,Business,2016,813,True
Canada,Energy Management,2015,11,True
Russia,Energy Management,2021,0,False
Czechia,Energy Management,2020,1,False
China (mainland),Energy Management,2016,257,True
South Africa,Energy Management,2023,0,False
Sweden,Energy Management,2016,0,True
Israel,Energy Management,2016,0,True
Taiwan,Energy Management,2020,16,False
Singapore,Industry and Manufacturing,2016,2,True
Switzerland,Industry and Manufacturing,2017,0,True
Netherlands,Industry and Manufacturing,2020,2,False
Italy,Industry and Manufacturing,2023,1,False
United Kingdom,Industry and Manufacturing,2018,20,True
South Africa,Industry and Manufacturing,2023,0,False
Canada,Industry and Manufacturing,2015,8,True
Malaysia,Industry and Manufacturing,2018,2,True
Canada,Life Sciences,2021,83,False
Israel,Life Sciences,2021,0,False
Malaysia,Life Sciences,2020,2,False
Russia,Life Sciences,2017,33,True
Belgium,Life Sciences,2023,0,False
Switzerland,Life Sciences,2021,0,False
New Zealand,Life Sciences,2020,3,False
Chile,Life Sciences,2018,0,True
Spain,Life Sciences,2017,33,True
Poland,Life Sciences,2016,6,True
Slovenia,Life Sciences,2015,1,True
Denmark,Life Sciences,2020,2,False
Lithuania,Life Sciences,2015,3,True
World Intellectual Property Organization (WIPO),Life Sciences,2016,0,True
Turkey,Personal Devices and Computing,2021,1,False
South Korea,Personal Devices and Computing,2016,375,True
China (mainland),Personal Devices and Computing,2022,17255,False
Ukraine,Personal Devices and Computing,2015,2,True
Taiwan,Personal Devices and Computing,2016,30,True
Italy,Personal Devices and Computing,2019,9,False
Norway,Personal Devices and Computing,2017,0,True
Argentina,Personal Devices and Computing,2018,4,True
Bulgaria,Personal Devices and Computing,2022,0,False
Spain,Personal Devices and Computing,2020,18,False
Saudi Arabia,Personal Devices and Computing,2021,0,False
Australia,Personal Devices and Computing,2015,53,True
European Patent Organization,Personal Devices and Computing,2015,25,True
China (mainland),Physical Sciences and Engineering,2021,1324,False
Ukraine,Physical Sciences and Engineering,2019,0,False
Netherlands,Physical Sciences and Engineering,2022,5,False
Finland,Physical Sciences and Engineering,2017,0,True
United Kingdom,Physical Sciences and Engineering,2020,13,False
United Kingdom,Physical Sciences and Engineering,2021,8,False
Malaysia,Physical Sciences and Engineering,2021,1,False
Greece,Physical Sciences and Engineering,2020,0,False
Austria,Physical Sciences and Engineering,2022,1,False
Luxembourg,Physical Sciences and Engineering,2019,0,False
Luxembourg,Security,2024,0,False
Spain,Security,2018,4,True
Mexico,Security,2016,4,True
Lithuania,Security,2019,0,False
Turkey,Security,2017,0,True
Japan,Security,2016,58,True
Luxembourg,Telecommunications,2019,4,False
Luxembourg,Telecommunications,2021,4,False
India,Telecommunications,2020,0,False
India,Telecommunications,2021,0,False
Philippines,Telecommunications,2015,3,True
Philippines,Telecommunications,2021,2,False
Russia,Transportation,2017,18,True
Romania,Transportation,2022,0,False
Eurasian Patent Organization,Transportation,2017,0,True
Norway,Transportation,2018,2,True
Malaysia,Transportation,2020,0,False
Hungary,Transportation,2022,0,False
European Patent Organization,Transportation,2017,32,True
Lithuania,Transportation,2017,0,True
Luxembourg,Transportation,2020,1,False
Denmark,Agriculture,2019,0,False
France,Agriculture,2017,0,True
Lithuania,Agriculture,2022,0,False
Germany,Agriculture,2022,5,False
Israel,Agriculture,2022,0,False
Austria,Agriculture,2021,1,False
Ukraine,All,2019,2,False
India,All,2018,201,True
India,All,2020,2,False
Romania,All,2021,2,False
Spain,All,2015,42,True
Malaysia,All,2019,18,False
Greece,All,2023,6,False
Turkey,All,2016,1,True
Germany,All,2017,310,True
Germany,All,2019,503,False
Czechia,All,2023,3,False
China (mainland),All,2020,42530,False
South Korea,All,2019,5026,False
World Intellectual Property Organization (WIPO),Banking and Finance,2018,0,True
Malaysia,Banking and Finance,2015,2,True
Uruguay,Banking and Finance,2020,0,False
South Africa,Banking and Finance,2016,0,True
New Zealand,Banking and Finance,2020,0,False
Ukraine,Banking and Finance,2021,0,False
Latvia,Banking and Finance,2020,0,False
Peru,Banking and Finance,2019,0,False
Serbia,Banking and Finance,2017,0,True
Luxembourg,Banking and Finance,2024,1,False
Norway,Banking and Finance,2020,0,False
Japan,Business,2017,176,True
Denmark,Business,2019,1,False
Italy,Business,2022,0,False
Bulgaria,Business,2021,0,False
Malaysia,Business,2016,1,True
United States,Business,2020,1571,False
World Intellectual Property Organization (WIPO),Energy Management,2018,1,True
Canada,Energy Management,2021,8,False
China (mainland),Energy Management,2015,131,True
South Korea,Energy Management,2022,215,False
Argentina,Energy Management,2018,0,True
Australia,Energy Management,2018,12,True
Germany,Energy Management,2016,12,True
Germany,Energy Management,2019,22,False
Norway,Energy Management,2017,0,True
Bulgaria,Industry and Manufacturing,2017,0,True
Poland,Industry and Manufacturing,2020,4,False
Japan,Industry and Manufacturing,2024,0,False
Iran,Industry and Manufacturing,2018,0,True
Ukraine,Industry and Manufacturing,2019,0,False
European Patent Organization,Industry and Manufacturing,2016,4,True
Sweden,Industry and Manufacturing,2022,2,False
Greece,Industry and Manufacturing,2021,1,False
Netherlands,Life Sciences,2016,0,True
Morocco,Life Sciences,2019,1,False
Saudi Arabia,Life Sciences,2022,1,False
China (mainland),Life Sciences,2019,1716,False
Belgium,Life Sciences,2017,0,True
Taiwan,Life Sciences,2016,11,True
France,Life Sciences,2021,30,False
Ukraine,Life Sciences,2015,1,True
Singapore,Life Sciences,2021,0,False
New Zealand,Life Sciences,2018,9,True
Portugal,Life Sciences,2021,0,False
Finland,Life Sciences,2018,7,True
Finland,Life Sciences,2019,9,False
Czechia,Life Sciences,2021,1,False
Greece,Personal Devices and Computing,2023,3,False
Mexico,Personal Devices and Computing,2020,24,False
International Bureau of WIPO,Personal Devices and Computing,2016,1,True
Czechia,Personal Devices and Computing,2021,0,False
Malaysia,Personal Devices and Computing,2016,4,True
Serbia,Physical Sciences and Engineering,2017,0,True
China (mainland),Physical Sciences and Engineering,2017,183,True
India,Physical Sciences and Engineering,2015,0,True
Romania,Physical Sciences and Engineering,2016,0,True
Germany,Physical Sciences and Engineering,2023,8,False
