country,field,year,num_articles,complete
Togo,Large language models,2022,1,True
Uganda,Large language models,2025,5,False
Costa Rica,Large language models,2022,1,True
Jordan,Large language models,2015,1,True
Sri Lanka,Large language models,2025,30,False
Turkey,Large language models,2019,11,True
China (mainland),Large language models,2025,7047,False
Angola,Large language models,2023,2,True
Vietnam,Large language models,2021,85,True
Greece,Large language models,2020,29,True
Iran,Large language models,2015,1,True
Romania,Large language models,2023,45,True
Oman,Large language models,2024,13,False
Australia,Large language models,2016,14,True
Bulgaria,Large language models,2019,6,True
Slovenia,Large language models,2025,21,False
Uruguay,Large language models,2025,3,False
Quad,Large language models,2021,5092,True
Yemen,Large language models,2025,10,False
Trinidad and Tobago,Natural Language Processing,2016,1,True
Honduras,Natural Language Processing,2021,3,True
Costa Rica,Natural Language Processing,2021,1,True
ASEAN,Natural Language Processing,2023,2262,True
Romania,Natural Language Processing,2024,90,False
Morocco,Natural Language Processing,2017,97,True
France,Natural Language Processing,2021,786,True
Italy,Natural Language Processing,2022,532,True
Cyprus,Natural Language Processing,2023,24,True
Madagascar,Natural Language Processing,2023,2,True
Nigeria,Natural Language Processing,2020,50,True
NATO,Natural Language Processing,2017,7469,True
NATO,Natural Language Processing,2024,10451,False
Colombia,Natural Language Processing,2017,25,True
Cuba,Natural Language Processing,2018,8,True
Nepal,Natural Language Processing,2021,8,True
Sudan,Natural Language Processing,2016,8,True
Nicaragua,Natural Language Processing,2023,1,True
Nicaragua,Natural Language Processing,2024,1,False
Belgium,Natural Language Processing,2016,152,True
Malta,Natural Language Processing,2016,17,True
South and Central America,Natural Language Processing,2025,190,False
Egypt,Natural Language Processing,2025,96,False
Qatar,Natural Language Processing,2025,22,False
Estonia,Natural Language Processing,2018,21,True
Iran,Natural Language Processing,2021,182,True
Quad,Natural Language Processing,2020,8932,True
Tunisia,Natural Language Processing,2023,79,True
India,Natural Language Processing,2021,2823,True
Kazakhstan,Natural Language Processing,2022,44,True
Afghanistan,Natural Language Processing,2024,2,False
North America and the Caribbean,Natural Language Processing,2017,3499,True
South Africa,Natural Language Processing,2017,39,True
Ukraine,Natural Language Processing,2023,163,True
Brunei Darussalam,Natural Language Processing,2022,12,True
Syria,Robotics,2019,9,True
Uzbekistan,Robotics,2021,12,True
Europe,Robotics,2016,8921,True
Belarus,Robotics,2021,15,True
France,Robotics,2021,1132,True
NATO,Robotics,2016,13129,True
NATO,Robotics,2017,14108,True
Portugal,Robotics,2020,296,True
Yemen,Robotics,2021,5,True
Moldova,Robotics,2020,1,True
Egypt,Robotics,2015,82,True
Lebanon,Robotics,2020,49,True
Benin,Robotics,2023,3,True
Bangladesh,Robotics,2017,62,True
Bangladesh,Robotics,2022,79,True
Trinidad and Tobago,Robotics,2018,1,True
Singapore,Robotics,2025,346,False
Thailand,Robotics,2022,148,True
Iran,Robotics,2020,336,True
South Korea,Robotics,2019,1162,True
Austria,Robotics,2017,211,True
Kuwait,Robotics,2023,29,True
Guatemala,Robotics,2018,1,True
Luxembourg,Robotics,2018,40,True
Sri Lanka,Robotics,2024,52,False
Sri Lanka,Robotics,2025,27,False
Greece,Robotics,2020,245,True
ASEAN,Robotics,2022,1707,True
Ireland,Robotics,2015,60,True
Oman,Robotics,2019,22,True
Estonia,AI Safety,2024,13,False
North Macedonia,AI Safety,2023,2,True
Lebanon,AI Safety,2023,13,True
Slovakia,AI Safety,2022,4,True
Indonesia,AI Safety,2022,11,True
Lithuania,AI Safety,2021,1,True
Brazil,AI Safety,2023,60,True
Germany,AI Safety,2023,584,True
Kuwait,AI Safety,2023,4,True
Quad,AI Safety,2020,2905,True
United Arab Emirates,AI Safety,2019,10,True
Malaysia,AI Safety,2025,66,False
Taiwan,AI Safety,2015,6,True
France,AI Safety,2025,140,False
Iraq,AI Safety,2025,26,False
ASEAN,AI Safety,2016,39,True
Sweden,AI Safety,2015,18,True
Sweden,AI Safety,2025,75,False
Egypt,AI Safety,2016,2,True
Ukraine,AI Safety,2024,20,False
Algeria,AI Safety,2022,7,True
Panama,All,2022,39,True
Chile,All,2017,240,True
Nicaragua,All,2020,3,True
Swaziland,All,2022,8,True
Oman,All,2021,185,True
Bolivia,All,2023,16,True
Qatar,All,2015,188,True
Qatar,All,2021,478,True
Romania,All,2020,1279,True
Saudi Arabia,All,2018,1004,True
Senegal,All,2020,45,True
Bhutan,All,2021,11,True
Cambodia,All,2023,32,True
EU,All,2016,28285,True
Colombia,All,2016,415,True
Paraguay,All,2025,6,False
Lithuania,All,2020,178,True
Libya,All,2022,99,True
Argentina,All,2019,254,True
Ukraine,All,2019,922,True
Dominican Republic,All,2020,5,True
Belgium,All,2015,1072,True
Burkina Faso,All,2018,5,True
Venezuela,All,2017,62,True
Fiji,All,2017,24,True
Albania,All,2018,21,True
Tajikistan,All,2019,4,True
Bosnia and Herzegovina,All,2023,143,True
Sudan,All,2016,46,True
Trinidad and Tobago,All,2022,27,True
Mauritius,All,2017,9,True
United Arab Emirates,All,2024,2689,False
Grenada,All,2020,4,True
Austria,All,2020,1578,True
Taiwan,Computer Vision,2020,1055,True
Tonga,Computer Vision,2024,1,False
Trinidad and Tobago,Computer Vision,2018,2,True
Senegal,Computer Vision,2022,8,True
Switzerland,Computer Vision,2022,957,True
North Macedonia,Computer Vision,2016,4,True
North Macedonia,Computer Vision,2018,12,True
Myanmar,Computer Vision,2019,54,True
Ethiopia,Computer Vision,2022,208,True
Congo,Computer Vision,2025,6,False
Iran,Computer Vision,2016,395,True
Belarus,Computer Vision,2020,37,True
Estonia,Computer Vision,2019,24,True
Estonia,Computer Vision,2023,42,True
Pakistan,Computer Vision,2015,194,True
Kyrgyzstan,Computer Vision,2020,1,True
Global Partnership on Artificial Intelligence,Computer Vision,2022,42684,True
Spain,Computer Vision,2024,1225,False
Cuba,Computer Vision,2024,15,False
Bosnia and Herzegovina,Computer Vision,2023,27,True
Paraguay,Computer Vision,2016,3,True
Qatar,Computer Vision,2017,40,True
Poland,Computer Vision,2025,310,False
Guatemala,Computer Vision,2025,1,False
Oceania,Computer Vision,2019,1673,True
Israel,Computer Vision,2021,419,True
Norway,Computer Vision,2017,173,True
Cape Verde,Computer Vision,2018,1,True
Japan,Large language models,2023,770,True
Poland,Large language models,2021,61,True
Czechia,Large language models,2024,43,False
South Korea,Large language models,2015,4,True
South Africa,Large language models,2025,37,False
Kazakhstan,Large language models,2022,9,True
Congo,Large language models,2023,2,True
Rwanda,Large language models,2023,4,True
Brazil,Large language models,2025,87,False
Vietnam,Large language models,2019,22,True
Greece,Large language models,2019,15,True
Asia,Large language models,2018,1119,True
Asia,Large language models,2023,15165,True
Syria,Large language models,2025,5,False
Africa,Large language models,2024,307,False
Kyrgyzstan,Large language models,2022,1,True
Ethiopia,Large language models,2024,16,False
Cameroon,Large language models,2023,7,True
Ireland,Large language models,2017,11,True
Cambodia,Large language models,2023,4,True
Netherlands,Large language models,2025,154,False
India,Large language models,2019,148,True
Cuba,Large language models,2021,1,True
Cuba,Large language models,2023,1,True
Sri Lanka,Natural Language Processing,2015,22,True
Sri Lanka,Natural Language Processing,2025,40,False
Mozambique,Natural Language Processing,2018,1,True
Honduras,Natural Language Processing,2020,10,True
Costa Rica,Natural Language Processing,2022,3,True
Azerbaijan,Natural Language Processing,2025,9,False
United States,Natural Language Processing,2016,3072,True
Armenia,Natural Language Processing,2024,7,False
Benin,Natural Language Processing,2019,2,True
Sierra Leone,Natural Language Processing,2025,1,False
Botswana,Natural Language Processing,2016,4,True
Belarus,Natural Language Processing,2023,7,True
Sudan,Natural Language Processing,2018,12,True
Venezuela,Natural Language Processing,2021,6,True
Rwanda,Natural Language Processing,2024,6,False
Serbia,Natural Language Processing,2015,27,True
Qatar,Natural Language Processing,2021,73,True
Saudi Arabia,Natural Language Processing,2016,95,True
Lebanon,Natural Language Processing,2015,6,True
Grenada,Natural Language Processing,2024,1,False
Pakistan,Natural Language Processing,2017,73,True
Pakistan,Natural Language Processing,2019,138,True
Chile,Natural Language Processing,2016,19,True
Iran,Natural Language Processing,2024,153,False
Afghanistan,Natural Language Processing,2021,2,True
Portugal,Natural Language Processing,2020,161,True
Israel,Natural Language Processing,2023,249,True
Thailand,Natural Language Processing,2016,64,True
Sudan,Robotics,2022,3,True
El Salvador,Robotics,2020,7,True
Europe,Robotics,2023,14030,True
Bosnia and Herzegovina,Robotics,2021,20,True
NATO,Robotics,2024,18818,False
Papua New Guinea,Robotics,2019,1,True
Russia,Robotics,2019,971,True
Namibia,Robotics,2021,1,True
Dominican Republic,Robotics,2018,1,True
Ghana,Robotics,2015,2,True
Serbia,Robotics,2021,44,True
Swaziland,Robotics,2021,1,True
Mauritius,Robotics,2020,2,True
Chile,Robotics,2019,54,True
Norway,Robotics,2025,116,False
Jamaica,Robotics,2022,1,True
Kyrgyzstan,Robotics,2025,3,False
Quad,Robotics,2021,13309,True
Singapore,Robotics,2023,622,True
South Korea,Robotics,2015,1150,True
Luxembourg,Robotics,2019,34,True
Tunisia,Robotics,2024,89,False
Mozambique,Robotics,2021,2,True
Indonesia,Robotics,2022,417,True
United Arab Emirates,Robotics,2021,131,True
Ecuador,Robotics,2018,89,True
Ecuador,Robotics,2022,78,True
Bahrain,Robotics,2015,8,True
Bahrain,Robotics,2020,4,True
Zimbabwe,Robotics,2018,5,True
Ireland,Robotics,2018,77,True
Poland,Robotics,2021,300,True
Romania,Robotics,2015,272,True
Pakistan,Robotics,2022,201,True
Kazakhstan,AI Safety,2016,1,True
Romania,AI Safety,2020,14,True
Serbia,AI Safety,2022,2,True
Ecuador,AI Safety,2025,5,False
Ireland,AI Safety,2024,61,False
Sri Lanka,AI Safety,2019,3,True
Greece,AI Safety,2016,6,True
Qatar,AI Safety,2020,11,True
Germany,AI Safety,2017,167,True
Germany,AI Safety,2024,597,False
Turkey,AI Safety,2020,16,True
Bangladesh,AI Safety,2015,1,True
Bangladesh,AI Safety,2024,71,False
Denmark,AI Safety,2021,48,True
Pakistan,AI Safety,2021,5,True
Libya,AI Safety,2025,1,False
Panama,All,2025,13,False
Uzbekistan,All,2020,105,True
Swaziland,All,2018,2,True
Swaziland,All,2020,6,True
Quad,All,2017,45968,True
Eritrea,All,2022,1,True
Costa Rica,All,2020,56,True
Philippines,All,2022,741,True
Liberia,All,2024,6,False
Angola,All,2016,2,True
Maldives,All,2025,28,False
Italy,All,2020,6563,True
Iran,All,2017,1763,True
Afghanistan,All,2019,8,True
Vanuatu,All,2024,1,False
Turkmenistan,All,2015,1,True
Argentina,All,2020,333,True
Lebanon,All,2019,198,True
Malta,All,2015,55,True
Kosovo,All,2020,9,True
Czechia,All,2016,782,True
Nepal,All,2016,16,True
Serbia,All,2015,233,True
Serbia,All,2020,347,True
Congo,All,2022,2,True
Latvia,All,2021,112,True
Uganda,All,2015,6,True
Uganda,All,2016,8,True
NATO,All,2023,120473,True
Malaysia,All,2015,1651,True
Malaysia,All,2020,2260,True
Montenegro,All,2023,35,True
Mozambique,All,2024,15,False
Norway,All,2022,1724,True
Hungary,All,2021,717,True
South Africa,All,2020,728,True
Namibia,All,2024,42,False
Zambia,All,2022,20,True
Bosnia and Herzegovina,All,2019,119,True
Bosnia and Herzegovina,All,2022,116,True
Sudan,All,2020,53,True
France,All,2016,5414,True
Tonga,All,2024,2,False
South Korea,All,2025,5916,False
Grenada,All,2015,1,True
OECD,All,2017,75188,True
Jordan,All,2017,202,True
Kuwait,All,2016,46,True
Tanzania,Computer Vision,2021,19,True
Senegal,Computer Vision,2017,3,True
Togo,Computer Vision,2020,2,True
Ecuador,Computer Vision,2024,77,False
Romania,Computer Vision,2021,368,True
Myanmar,Computer Vision,2016,5,True
Europe,Computer Vision,2017,10259,True
Indonesia,Computer Vision,2015,295,True
Croatia,Computer Vision,2024,88,False
Hungary,Computer Vision,2015,78,True
Belarus,Computer Vision,2017,18,True
Belarus,Computer Vision,2024,41,False
Equatorial Guinea,Computer Vision,2023,1,True
Estonia,Computer Vision,2022,41,True
Canada,Computer Vision,2015,946,True
Japan,Computer Vision,2020,2444,True
Yemen,Computer Vision,2018,3,True
Global Partnership on Artificial Intelligence,Computer Vision,2017,23116,True
Global Partnership on Artificial Intelligence,Computer Vision,2020,37121,True
Iceland,Computer Vision,2018,34,True
Sudan,Computer Vision,2021,25,True
Mongolia,Computer Vision,2016,2,True
Bosnia and Herzegovina,Computer Vision,2018,22,True
Uruguay,Computer Vision,2015,11,True
Uruguay,Computer Vision,2018,9,True
Somalia,Computer Vision,2025,3,False
Asia,Computer Vision,2023,77938,True
New Zealand,Computer Vision,2020,195,True
South and Central America,Computer Vision,2018,1129,True
United Kingdom,Computer Vision,2019,2842,True
Burundi,Computer Vision,2023,2,True
Fiji,Computer Vision,2017,1,True
Israel,Computer Vision,2018,262,True
Norway,Computer Vision,2020,288,True
Uganda,Computer Vision,2022,17,True
Costa Rica,Computer Vision,2021,18,True
Saudi Arabia,Computer Vision,2019,448,True
Saudi Arabia,Computer Vision,2022,1406,True
Italy,Computer Vision,2021,1578,True
Japan,Large language models,2018,129,True
Morocco,Large language models,2019,3,True
Poland,Large language models,2019,24,True
Costa Rica,Large language models,2023,4,True
EU,Large language models,2023,3119,True
South Korea,Large language models,2024,961,False
Bosnia and Herzegovina,Large language models,2025,4,False
Belgium,Large language models,2020,45,True
Qatar,Large language models,2018,2,True
France,Large language models,2021,300,True
Finland,Large language models,2015,1,True
Finland,Large language models,2018,17,True
Vietnam,Large language models,2024,136,False
Greece,Large language models,2022,59,True
Iran,Large language models,2019,10,True
Canada,Large language models,2021,444,True
Denmark,Large language models,2024,188,False
Netherlands,Large language models,2022,171,True
Five Eyes,Large language models,2022,4655,True
Quad,Large language models,2024,8082,False
Italy,Large language models,2016,8,True
Italy,Large language models,2018,34,True
Sweden,Natural Language Processing,2022,206,True
Mongolia,Natural Language Processing,2016,2,True
Romania,Natural Language Processing,2023,143,True
Azerbaijan,Natural Language Processing,2023,19,True
North Macedonia,Natural Language Processing,2018,12,True
Syria,Natural Language Processing,2024,6,False
France,Natural Language Processing,2024,743,False
Cyprus,Natural Language Processing,2020,19,True
Ghana,Natural Language Processing,2024,18,False
Nigeria,Natural Language Processing,2017,27,True
El Salvador,Natural Language Processing,2018,1,True
Ireland,Natural Language Processing,2022,164,True
Papua New Guinea,Natural Language Processing,2018,1,True
OECD,Natural Language Processing,2018,10340,True
Five Eyes,Natural Language Processing,2020,7965,True
Georgia,Natural Language Processing,2021,3,True
Brazil,Natural Language Processing,2017,237,True
Russia,Natural Language Processing,2024,355,False
South and Central America,Natural Language Processing,2015,288,True
South and Central America,Natural Language Processing,2019,447,True
Barbados,Natural Language Processing,2025,2,False
Norway,Natural Language Processing,2025,75,False
Portugal,Natural Language Processing,2017,101,True
North America and the Caribbean,Natural Language Processing,2015,3038,True
Vietnam,Natural Language Processing,2020,144,True
Bangladesh,Natural Language Processing,2017,58,True
South Korea,Natural Language Processing,2018,260,True
Syria,Robotics,2022,9,True
El Salvador,Robotics,2024,6,False
Montenegro,Robotics,2023,1,True
Rwanda,Robotics,2019,2,True
Cameroon,Robotics,2015,3,True
Eritrea,Robotics,2021,1,True
France,Robotics,2019,1267,True
