country,field,year,estimated_investment,complete
Netherlands,"Sales, retail, commerce, marketing",2020,57,True
Turkey,"Sales, retail, commerce, marketing",2025,9,False
Pakistan,"Sales, retail, commerce, marketing",2017,0,True
Poland,"Sales, retail, commerce, marketing",2017,4,True
India,"Sales, retail, commerce, marketing",2015,132,True
France,"Sales, retail, commerce, marketing",2016,327,True
Singapore,Semiconductor,2021,9,True
Italy,Semiconductor,2024,1,True
United States,Semiconductor,2024,1233,True
South Korea,Semiconductor,2023,36,True
United States,Simulation,2016,3,True
Poland,Simulation,2020,0,True
Australia,Software,2017,26,True
Lithuania,Software,2022,3,True
Vietnam,Software,2020,3,True
Poland,Software,2015,18,True
Cyprus,Software,2018,3,True
Cyprus,Software,2025,51,False
Ghana,Software,2017,0,True
Netherlands,Software,2015,185,True
Netherlands,Software,2020,303,True
Senegal,Software,2023,0,True
Lebanon,Software,2021,0,True
Turkey,Software,2020,8,True
Jordan,Software,2016,0,True
Finland,Speech Recognition,2018,0,True
China (mainland),Speech Recognition,2015,67,True
Israel,Speech Recognition,2023,13,True
Saudi Arabia,Speech Recognition,2025,503,False
South Korea,Sports,2018,0,True
South Korea,Sports,2023,71,True
India,Sports,2018,0,True
Switzerland,Telecommunications,2017,0,True
Brazil,Telecommunications,2016,1,True
Brazil,Telecommunications,2021,8,True
France,Telecommunications,2017,6,True
Australia,Telecommunications,2020,0,True
Slovakia,Telecommunications,2020,0,True
Lithuania,Transportation,2017,0,True
Slovakia,Transportation,2023,1,True
Argentina,Transportation,2020,0,True
Indonesia,Transportation,2025,1,False
Austria,Transportation,2020,2,True
Turkey,Transportation,2023,3,True
Ukraine,Transportation,2025,0,False
South Korea,Transportation,2025,30,False
Egypt,Agriculture,2022,0,True
Argentina,Agriculture,2019,1,True
Finland,Agriculture,2021,3,True
Nigeria,Agriculture,2024,0,True
Kazakhstan,Agriculture,2020,0,True
United States,All,2019,100392,True
United States,All,2022,91994,True
Russia,All,2015,5,True
Czechia,All,2019,45,True
Spain,All,2024,822,True
Zimbabwe,All,2025,0,False
El Salvador,All,2025,11,False
Brazil,All,2025,1689,False
Austria,All,2021,294,True
Tajikistan,All,2024,2,True
Switzerland,All,2017,724,True
Norway,All,2025,213,False
Thailand,All,2020,14,True
Ireland,All,2024,324,True
Canada,Biotechnology,2015,9,True
Canada,Biotechnology,2023,82,True
Poland,Biotechnology,2020,2,True
France,Biotechnology,2024,40,True
Brazil,Biotechnology,2023,1,True
Turkey,Biotechnology,2025,2,False
South Korea,Biotechnology,2016,2,True
New Zealand,Community and Lifestyle,2022,0,True
Spain,Community and Lifestyle,2019,8,True
Chile,Community and Lifestyle,2018,0,True
Australia,Community and Lifestyle,2017,1,True
South Africa,Community and Lifestyle,2020,0,True
Egypt,Community and Lifestyle,2020,1,True
Russia,Computer Vision,2020,1,True
Turkey,Computer Vision,2020,1,True
United Kingdom,Computer Vision,2025,86,False
Indonesia,Computer Vision,2018,5,True
Switzerland,Computer Vision,2025,225,False
Austria,Computer Vision,2021,5,True
Ukraine,Computer Vision,2019,0,True
Malaysia,Computer Vision,2019,3,True
United Arab Emirates,Computer Vision,2018,1,True
Belgium,Computer Vision,2022,101,True
Belgium,Computer Vision,2023,0,True
Netherlands,Computer Vision,2017,55,True
Netherlands,Computer Vision,2020,11,True
Netherlands,Computer Vision,2025,3,False
Finland,Consumer goods,2019,2,True
Taiwan,Consumer goods,2024,4,True
Mexico,Consumer goods,2022,2,True
Singapore,Consumer goods,2019,4,True
China (mainland),Consumer goods,2020,690,True
United States,Consumer goods,2025,3753,False
Malaysia,Consumer goods,2022,15,True
France,Consumer goods,2021,48,True
France,Consumer goods,2024,417,True
Belgium,Cyber Security,2017,3,True
Portugal,Cyber Security,2023,0,True
United Kingdom,Cyber Security,2015,1,True
Spain,Cyber Security,2020,4,True
Estonia,Cyber Security,2015,0,True
Italy,Cyber Security,2025,18,False
Mongolia,Data and analytics,2019,0,True
Argentina,Data and analytics,2018,1,True
Latvia,Data and analytics,2018,0,True
Japan,Data and analytics,2023,1463,True
Malaysia,Data and analytics,2015,0,True
Sri Lanka,Data and analytics,2022,0,True
Brazil,Data and analytics,2016,11,True
Dominican Republic,Data and analytics,2021,0,True
Norway,Data and analytics,2023,73,True
Malta,Data and analytics,2020,76,True
Denmark,Data and analytics,2020,217,True
Israel,Data and analytics,2019,616,True
Nigeria,Data and analytics,2023,7,True
Spain,Data and analytics,2021,546,True
South Africa,Data and analytics,2020,90,True
Germany,Data and analytics,2016,710,True
Singapore,Data and analytics,2021,1394,True
Singapore,Education,2019,2,True
Spain,Education,2016,21,True
Burkina Faso,Education,2023,0,True
Ghana,Education,2016,3,True
United Arab Emirates,Education,2023,0,True
United States,Education,2022,1949,True
Austria,Energy and natural resources,2022,2,True
United Arab Emirates,Energy and natural resources,2023,7,True
France,Energy and natural resources,2017,6,True
Ghana,Energy and natural resources,2022,0,True
United States,Energy and natural resources,2016,358,True
Slovakia,Energy and natural resources,2023,17,True
Chile,Finance,2018,0,True
Croatia,Finance,2021,168,True
Lebanon,Finance,2017,0,True
Nigeria,Finance,2019,8,True
Ireland,Finance,2020,3,True
Kenya,Finance,2016,1,True
Kenya,Finance,2020,8,True
Malta,Finance,2021,4,True
Panama,Finance,2023,0,True
Slovakia,Finance,2025,9,False
Botswana,Finance,2016,0,True
Iceland,Finance,2022,5,True
Netherlands,Finance,2016,30,True
Netherlands,Finance,2019,16,True
Egypt,Finance,2025,0,False
Germany,Finance,2024,196,True
Germany,Finance,2025,2092,False
Jamaica,Finance,2018,0,True
Denmark,Finance,2025,141,False
Switzerland,Gaming,2019,0,True
United Kingdom,Gaming,2022,194,True
China (mainland),Gaming,2019,2,True
Belgium,General purpose,2025,181,False
Portugal,General purpose,2017,158,True
Slovakia,General purpose,2016,1,True
Latvia,General purpose,2017,0,True
Peru,General purpose,2022,3,True
Iceland,General purpose,2016,1,True
Romania,General purpose,2023,8,True
Kenya,General purpose,2019,6,True
Australia,General purpose,2021,1965,True
Japan,General purpose,2025,310,False
Indonesia,General purpose,2025,4,False
Brazil,General purpose,2020,323,True
Brazil,General purpose,2023,702,True
Luxembourg,General purpose,2022,1,True
Tunisia,General purpose,2019,0,True
Sweden,General purpose,2017,200,True
Estonia,General purpose,2017,1,True
South Africa,General purpose,2021,7,True
South Africa,General purpose,2024,211,True
Poland,General purpose,2019,91,True
Australia,Hardware,2016,4,True
Thailand,Hardware,2021,1,True
Singapore,Hardware,2021,255,True
Greece,Hardware,2015,0,True
Austria,Hardware,2024,32,True
Pakistan,Hardware,2018,0,True
Brazil,Hardware,2022,13,True
China (mainland),Hardware,2024,2774,True
Bangladesh,Hardware,2024,0,True
Chile,Hardware,2023,1,True
Czechia,Hardware,2022,19,True
Czechia,Hardware,2025,18,False
Israel,Hardware,2018,292,True
Pakistan,Healthcare and Life Sciences,2024,0,True
Slovakia,Healthcare and Life Sciences,2020,0,True
Japan,Healthcare and Life Sciences,2021,50,True
Paraguay,Healthcare and Life Sciences,2021,0,True
South Africa,Healthcare and Life Sciences,2017,0,True
Ireland,Healthcare and Life Sciences,2022,43,True
Taiwan,Healthcare and Life Sciences,2023,48,True
Greece,Healthcare and Life Sciences,2018,0,True
Mexico,Healthcare and Life Sciences,2024,1,True
France,Healthcare and Life Sciences,2025,518,False
New Zealand,Healthcare and Life Sciences,2017,0,True
United States,Healthcare and Life Sciences,2025,29026,False
Netherlands,Healthcare and Life Sciences,2017,10,True
Netherlands,Healthcare and Life Sciences,2025,27,False
Indonesia,Information Technology,2023,8,True
Colombia,Information Technology,2019,2,True
United States,Information Technology,2015,2390,True
Ecuador,Information Technology,2021,0,True
Sweden,Information Technology,2018,7,True
Sweden,Information Technology,2021,403,True
Sweden,Information Technology,2023,24,True
Canada,Information Technology,2018,672,True
Saudi Arabia,Lending and Investments,2022,1,True
India,Lending and Investments,2020,7,True
Mexico,Lending and Investments,2020,1,True
Qatar,Lending and Investments,2022,2,True
Peru,Lending and Investments,2021,0,True
Austria,Lending and Investments,2020,1,True
United Kingdom,Lending and Investments,2021,403,True
Canada,Lending and Investments,2016,5,True
Israel,Manufacturing,2016,8,True
Russia,Manufacturing,2019,3,True
Cyprus,Manufacturing,2021,2,True
Ireland,Manufacturing,2024,56,True
India,Manufacturing,2025,49,False
Japan,Media and Entertainment,2021,57,True
Turkey,Media and Entertainment,2025,6,False
Poland,Media and Entertainment,2022,1,True
Israel,Media and Entertainment,2017,22,True
Israel,Media and Entertainment,2021,178,True
Ireland,Media and Entertainment,2018,46,True
Turkey,"Military, public safety and government",2019,0,True
Ireland,"Military, public safety and government",2021,0,True
Uruguay,"Mobile, platforms & Internet services",2020,0,True
Serbia,"Mobile, platforms & Internet services",2020,0,True
Lithuania,"Mobile, platforms & Internet services",2022,3,True
Spain,"Mobile, platforms & Internet services",2023,237,True
New Zealand,"Mobile, platforms & Internet services",2020,2,True
Turkey,"Mobile, platforms & Internet services",2022,20,True
Kenya,"Mobile, platforms & Internet services",2020,0,True
Malaysia,"Mobile, platforms & Internet services",2020,7,True
Austria,"Mobile, platforms & Internet services",2019,3,True
France,"Mobile, platforms & Internet services",2023,428,True
Argentina,"Mobile, platforms & Internet services",2019,1,True
Netherlands,"Mobile, platforms & Internet services",2025,49,False
Canada,"Mobile, platforms & Internet services",2023,294,True
Romania,"Mobile, platforms & Internet services",2016,1,True
Czechia,"Mobile, platforms & Internet services",2023,21,True
Ghana,"Mobile, platforms & Internet services",2021,1,True
Australia,"Mobile, platforms & Internet services",2024,101,True
Brazil,NLP,2025,39,False
Taiwan,NLP,2024,1,True
Japan,NLP,2016,3,True
Finland,Navigation and mapping,2025,1,False
Estonia,Navigation and mapping,2019,0,True
South Korea,Navigation and mapping,2021,1738,True
Japan,Navigation and mapping,2025,1,False
Belgium,Navigation and mapping,2021,0,True
South Africa,Navigation and mapping,2022,0,True
Poland,Other,2016,7,True
South Korea,Other,2019,6,True
Costa Rica,Other,2025,1,False
Netherlands,Other,2017,78,True
Mongolia,Other,2019,0,True
Canada,Other,2021,139,True
Finland,Other,2021,0,True
Nigeria,Other,2017,0,True
Denmark,Other,2022,10,True
Lithuania,Other,2024,1,True
Sweden,Other,2022,9,True
Colombia,Other,2021,0,True
Singapore,Privacy and Security,2016,0,True
Israel,Privacy and Security,2018,78,True
Israel,Privacy and Security,2022,172,True
Italy,Privacy and Security,2018,2,True
Germany,Privacy and Security,2016,2,True
Switzerland,Privacy and Security,2021,146,True
Vietnam,Privacy and Security,2021,1,True
Ireland,Privacy and Security,2019,7,True
Portugal,Privacy and Security,2025,15,False
Ecuador,Professional services,2021,0,True
Taiwan,Professional services,2022,7,True
Denmark,Professional services,2019,7,True
Colombia,Professional services,2025,1,False
Canada,Professional services,2019,268,True
France,Professional services,2025,308,False
Hungary,Professional services,2015,0,True
India,Professional services,2025,150,False
Ukraine,Professional services,2021,0,True
Portugal,Professional services,2016,1,True
Australia,Real estate,2018,119,True
Chile,Real estate,2015,0,True
Sweden,Real estate,2021,4,True
Italy,Real estate,2016,2,True
Spain,Robotics,2022,0,True
United States,Robotics,2022,1392,True
United States,Robotics,2023,6412,True
Romania,Robotics,2019,1,True
Switzerland,Robotics,2020,549,True
Estonia,Robotics,2019,1,True
China (mainland),Robotics,2022,1342,True
Czechia,"Sales, retail, commerce, marketing",2024,25,True
Uruguay,"Sales, retail, commerce, marketing",2024,1,True
Qatar,"Sales, retail, commerce, marketing",2021,4,True
Nigeria,"Sales, retail, commerce, marketing",2018,5,True
Saudi Arabia,"Sales, retail, commerce, marketing",2021,183,True
Denmark,"Sales, retail, commerce, marketing",2015,3,True
Uzbekistan,"Sales, retail, commerce, marketing",2024,0,True
Norway,"Sales, retail, commerce, marketing",2023,7,True
Ireland,"Sales, retail, commerce, marketing",2015,7,True
Israel,"Sales, retail, commerce, marketing",2017,29,True
Indonesia,"Sales, retail, commerce, marketing",2021,0,True
Netherlands,"Sales, retail, commerce, marketing",2025,227,False
India,"Sales, retail, commerce, marketing",2019,97,True
Thailand,"Sales, retail, commerce, marketing",2021,1,True
Argentina,"Sales, retail, commerce, marketing",2015,0,True
China (mainland),Simulation,2016,8,True
United States,Simulation,2025,22,False
Slovenia,Simulation,2016,0,True
Norway,Software,2024,174,True
Luxembourg,Software,2016,0,True
Singapore,Software,2025,778,False
Germany,Software,2019,734,True
United Kingdom,Software,2019,1405,True
Brazil,Software,2020,396,True
Colombia,Software,2015,0,True
Romania,Software,2024,9,True
Egypt,Software,2021,8,True
Georgia,Software,2022,2,True
Tunisia,Software,2024,2,True
Zimbabwe,Software,2019,0,True
Indonesia,Software,2021,131,True
France,Speech Recognition,2023,1,True
Italy,Sports,2023,0,True
Poland,Sports,2017,1,True
Austria,Sports,2017,0,True
United States,Sports,2017,117,True
Canada,Telecommunications,2022,2,True
Spain,Telecommunications,2025,304,False
Singapore,Telecommunications,2017,1,True
Singapore,Telecommunications,2019,3,True
United Arab Emirates,Telecommunications,2019,2,True
Ireland,Transportation,2017,2,True
Australia,Transportation,2019,13,True
Australia,Transportation,2020,5,True
Israel,Transportation,2020,114,True
Bulgaria,Transportation,2023,3,True
Canada,Transportation,2025,83,False
United States,Transportation,2019,10363,True
Slovakia,Transportation,2021,0,True
Spain,Transportation,2025,3,False
Austria,Transportation,2025,40,False
Iceland,Transportation,2021,1,True
Poland,Transportation,2025,425,False
Pakistan,Agriculture,2022,0,True
Greece,Agriculture,2019,1,True
Australia,Agriculture,2023,39,True
United States,Agriculture,2019,320,True
South Africa,Agriculture,2023,0,True
Germany,Agriculture,2024,6,True
Slovenia,All,2023,20,True
Czechia,All,2017,49,True
Senegal,All,2024,5,True
Canada,All,2022,22710,True
Panama,All,2024,1,True
India,All,2020,25203,True
Romania,All,2021,40,True
Vietnam,All,2021,32,True
Netherlands,All,2025,1260,False
Jordan,All,2022,1,True
Jordan,All,2023,1,True
Portugal,All,2019,106,True
China (mainland),All,2015,932,True
China (mainland),All,2018,7900,True
Ireland,All,2025,410,False
United Kingdom,Biotechnology,2018,58,True
Argentina,Biotechnology,2021,2,True
Hungary,Biotechnology,2015,0,True
Brazil,Biotechnology,2020,1,True
