country,field,year,disclosed_investment,complete
United Kingdom,Cyber Security,2022,5,True
Hungary,Data and analytics,2017,2,True
Italy,Data and analytics,2025,90,False
Pakistan,Data and analytics,2018,0,True
Pakistan,Data and analytics,2020,0,True
Kenya,Data and analytics,2018,2,True
Colombia,Data and analytics,2019,2,True
Belgium,Data and analytics,2017,120,True
Russia,Data and analytics,2024,3,True
Uruguay,Data and analytics,2024,1,True
Czechia,Data and analytics,2022,27,True
Belize,Data and analytics,2022,20,True
Zimbabwe,Data and analytics,2024,1,True
Denmark,Data and analytics,2022,73,True
Portugal,Data and analytics,2024,15,True
Brazil,Data and analytics,2018,17,True
Honduras,Data and analytics,2024,0,True
Tunisia,Data and analytics,2025,0,False
Hungary,Education,2018,1,True
Austria,Education,2019,1,True
Peru,Education,2018,0,True
Netherlands,Education,2017,1,True
India,Education,2019,15,True
Israel,Energy and natural resources,2017,3,True
United Arab Emirates,Energy and natural resources,2019,0,True
Switzerland,Energy and natural resources,2018,0,True
Switzerland,Energy and natural resources,2019,0,True
Poland,Energy and natural resources,2017,0,True
Colombia,Energy and natural resources,2022,5,True
Italy,Energy and natural resources,2024,0,True
Saudi Arabia,Energy and natural resources,2019,0,True
Germany,Energy and natural resources,2020,6,True
Lithuania,Energy and natural resources,2019,0,True
France,Facial Recognition,2018,0,True
Japan,Facial Recognition,2016,0,True
Ghana,Finance,2019,0,True
Cyprus,Finance,2017,1,True
Switzerland,Finance,2019,1,True
Botswana,Finance,2021,0,True
Netherlands,Finance,2023,193,True
Nigeria,Finance,2018,5,True
Austria,Finance,2025,4,False
United Kingdom,Finance,2016,35,True
United Kingdom,Finance,2025,148,False
Kenya,Finance,2023,7,True
Seychelles,Finance,2015,0,True
Singapore,Gaming,2019,1,True
Spain,Gaming,2017,0,True
South Korea,Gaming,2023,1,True
China (mainland),General purpose,2021,3259,True
Pakistan,General purpose,2019,0,True
Jordan,General purpose,2025,0,False
Canada,General purpose,2024,853,True
Sweden,General purpose,2015,6,True
Serbia,General purpose,2021,0,True
Netherlands,General purpose,2018,33,True
Romania,General purpose,2019,3,True
Singapore,General purpose,2020,602,True
Israel,General purpose,2019,212,True
Mexico,General purpose,2021,9,True
Lithuania,General purpose,2020,1,True
Lithuania,General purpose,2021,4,True
Tunisia,General purpose,2023,0,True
Malaysia,General purpose,2018,10,True
Indonesia,General purpose,2020,6,True
Australia,General purpose,2022,356,True
Belgium,General purpose,2023,226,True
Luxembourg,General purpose,2022,1,True
Russia,General purpose,2024,3,True
Uganda,General purpose,2022,0,True
New Zealand,Hardware,2021,1052,True
United Arab Emirates,Hardware,2017,5,True
Hungary,Hardware,2019,2,True
Hungary,Hardware,2023,5,True
Belgium,Hardware,2021,1,True
Chile,Hardware,2025,1,False
Portugal,Hardware,2018,1,True
India,Hardware,2022,260,True
Finland,Hardware,2022,598,True
United States,Hardware,2019,5929,True
Ireland,Hardware,2020,18,True
Russia,Hardware,2017,0,True
Mexico,Hardware,2016,0,True
Mexico,Healthcare and Life Sciences,2016,0,True
Switzerland,Healthcare and Life Sciences,2019,9,True
Austria,Healthcare and Life Sciences,2019,9,True
Finland,Healthcare and Life Sciences,2019,5,True
Canada,Healthcare and Life Sciences,2017,7,True
Norway,Healthcare and Life Sciences,2015,1,True
Norway,Healthcare and Life Sciences,2022,8,True
Norway,Healthcare and Life Sciences,2025,0,False
Sweden,Healthcare and Life Sciences,2020,4,True
Austria,Information Technology,2022,13,True
Poland,Information Technology,2015,2,True
Poland,Information Technology,2025,5,False
Uruguay,Information Technology,2017,0,True
Greece,Information Technology,2021,0,True
Greece,Information Technology,2024,1,True
Switzerland,Information Technology,2018,19,True
Australia,Information Technology,2024,57,True
Jordan,Information Technology,2021,0,True
Brazil,Information Technology,2023,65,True
Estonia,Information Technology,2025,29,False
Mexico,Information Technology,2021,3,True
Mexico,Information Technology,2023,54,True
Japan,Lending and Investments,2025,7,False
Spain,Lending and Investments,2020,1,True
Brazil,Lending and Investments,2024,5,True
Turkey,Lending and Investments,2016,2,True
Spain,Manufacturing,2015,3,True
Spain,Manufacturing,2024,3,True
Sweden,Manufacturing,2017,0,True
Finland,Manufacturing,2016,2,True
Norway,Manufacturing,2017,1,True
France,Manufacturing,2017,6,True
Indonesia,Media and Entertainment,2017,0,True
Belgium,Media and Entertainment,2022,1,True
Finland,Media and Entertainment,2019,1,True
Russia,Media and Entertainment,2016,0,True
Netherlands,Media and Entertainment,2020,0,True
Taiwan,Media and Entertainment,2016,2,True
Norway,"Military, public safety and government",2020,0,True
Brazil,"Military, public safety and government",2023,0,True
Australia,"Military, public safety and government",2021,50,True
Iceland,"Military, public safety and government",2019,0,True
Hungary,"Mobile, platforms & Internet services",2019,2,True
South Africa,"Mobile, platforms & Internet services",2021,33,True
Turkey,"Mobile, platforms & Internet services",2023,20,True
Switzerland,"Mobile, platforms & Internet services",2025,110,False
India,"Mobile, platforms & Internet services",2024,76,True
Israel,"Mobile, platforms & Internet services",2015,58,True
Israel,"Mobile, platforms & Internet services",2018,61,True
United States,"Mobile, platforms & Internet services",2017,1828,True
Nigeria,"Mobile, platforms & Internet services",2023,2,True
Netherlands,"Mobile, platforms & Internet services",2023,177,True
Pakistan,"Mobile, platforms & Internet services",2017,0,True
United Arab Emirates,"Mobile, platforms & Internet services",2015,0,True
Austria,"Mobile, platforms & Internet services",2017,3,True
Italy,NLP,2020,0,True
Portugal,NLP,2022,0,True
Japan,NLP,2019,8,True
Israel,NLP,2024,311,True
Germany,NLP,2019,3,True
Singapore,NLP,2025,0,False
Taiwan,NLP,2020,21,True
Saint Kitts and Nevis,Other,2023,0,True
Argentina,Other,2024,1,True
Japan,Other,2025,10,False
Italy,Other,2017,0,True
Spain,Privacy and Security,2016,7,True
Germany,Privacy and Security,2021,6,True
United States,Privacy and Security,2017,589,True
Switzerland,Privacy and Security,2024,2,True
South Africa,Privacy and Security,2021,0,True
Taiwan,Privacy and Security,2025,1,False
Netherlands,Privacy and Security,2023,27,True
China (mainland),Privacy and Security,2020,32,True
Belgium,Professional services,2018,2,True
Japan,Professional services,2015,6,True
Japan,Professional services,2017,9,True
Sri Lanka,Professional services,2024,1,True
Canada,Professional services,2025,819,False
Romania,Professional services,2019,1,True
United Kingdom,Professional services,2019,179,True
United Kingdom,Professional services,2023,92,True
Spain,Professional services,2022,2,True
Turkey,Professional services,2024,0,True
Malta,Professional services,2025,0,False
Poland,Professional services,2018,3,True
Sweden,Professional services,2019,3,True
Singapore,Professional services,2023,5,True
Portugal,Real estate,2021,2,True
Saudi Arabia,Real estate,2017,1,True
United Arab Emirates,Real estate,2024,4,True
Brazil,Real estate,2017,0,True
Brazil,Real estate,2018,0,True
Brazil,Real estate,2021,4,True
France,Real estate,2018,11,True
France,Robotics,2019,12,True
Poland,Robotics,2019,1,True
Spain,Robotics,2017,2,True
Japan,Robotics,2023,64,True
Canada,Robotics,2017,0,True
United Kingdom,Robotics,2018,37,True
Singapore,Robotics,2022,19,True
Australia,Robotics,2023,7,True
Australia,"Sales, retail, commerce, marketing",2019,3,True
Spain,"Sales, retail, commerce, marketing",2024,14,True
Estonia,"Sales, retail, commerce, marketing",2020,0,True
Lithuania,"Sales, retail, commerce, marketing",2021,1,True
Nigeria,"Sales, retail, commerce, marketing",2019,0,True
Saudi Arabia,"Sales, retail, commerce, marketing",2017,0,True
Indonesia,"Sales, retail, commerce, marketing",2016,1,True
Slovakia,"Sales, retail, commerce, marketing",2023,1,True
China (mainland),"Sales, retail, commerce, marketing",2022,29,True
Hungary,"Sales, retail, commerce, marketing",2015,0,True
Taiwan,"Sales, retail, commerce, marketing",2021,4,True
Saint Kitts and Nevis,"Sales, retail, commerce, marketing",2023,0,True
Canada,Semiconductor,2024,68,True
Belgium,Software,2021,258,True
Tunisia,Software,2025,0,False
Japan,Software,2017,207,True
Japan,Software,2018,208,True
Kenya,Software,2021,11,True
Bangladesh,Software,2020,0,True
New Zealand,Software,2019,4,True
Colombia,Software,2024,12,True
Mexico,Software,2023,78,True
Taiwan,Software,2019,25,True
Taiwan,Software,2024,85,True
Dominican Republic,Software,2022,0,True
Greece,Software,2015,0,True
Spain,Software,2023,75,True
Qatar,Software,2024,4,True
China (mainland),Software,2018,2424,True
Lebanon,Software,2020,0,True
France,Speech Recognition,2017,5,True
United States,Speech Recognition,2025,67,False
France,Sports,2017,2,True
Hungary,Sports,2019,0,True
Canada,Sports,2022,1,True
Finland,Telecommunications,2023,0,True
Sweden,Transportation,2015,0,True
China (mainland),Transportation,2024,3922,True
Poland,Transportation,2024,0,True
Hungary,Transportation,2018,4,True
Netherlands,Transportation,2020,0,True
Taiwan,Transportation,2025,13,False
Finland,Transportation,2020,11,True
Ukraine,Transportation,2025,0,False
Italy,Transportation,2019,1,True
Brazil,Agriculture,2023,6,True
Italy,Agriculture,2022,0,True
Canada,Agriculture,2025,52,False
Spain,All,2025,1642,False
Colombia,All,2017,3,True
South Africa,All,2023,51,True
Seychelles,All,2024,2,True
Ireland,All,2019,124,True
Ireland,All,2021,558,True
Zambia,All,2022,0,True
Bangladesh,All,2018,0,True
Singapore,All,2018,710,True
Lebanon,All,2017,1,True
Peru,All,2023,1,True
United States,All,2022,56603,True
Russia,Biotechnology,2019,0,True
Canada,Biotechnology,2018,8,True
Belgium,Biotechnology,2025,2,False
Australia,Biotechnology,2019,3,True
China (mainland),Biotechnology,2016,120,True
China (mainland),Biotechnology,2020,120,True
China (mainland),Biotechnology,2024,76,True
Denmark,Biotechnology,2021,0,True
Spain,Biotechnology,2018,1,True
Israel,Biotechnology,2022,53,True
Israel,Biotechnology,2025,27,False
India,Community and Lifestyle,2018,2,True
China (mainland),Community and Lifestyle,2024,29,True
New Zealand,Community and Lifestyle,2022,0,True
Indonesia,Community and Lifestyle,2024,0,True
United Arab Emirates,Community and Lifestyle,2021,2,True
United States,Community and Lifestyle,2018,398,True
Italy,Community and Lifestyle,2023,0,True
Belgium,Computer Vision,2018,2,True
Germany,Computer Vision,2018,16,True
Germany,Computer Vision,2021,8,True
United Kingdom,Computer Vision,2018,33,True
United Kingdom,Computer Vision,2024,22,True
Saudi Arabia,Computer Vision,2020,1,True
Slovenia,Computer Vision,2022,3,True
South Korea,Consumer goods,2019,179,True
Brazil,Consumer goods,2017,1,True
Brazil,Consumer goods,2022,4,True
Portugal,Consumer goods,2024,2,True
Japan,Consumer goods,2020,13,True
Saudi Arabia,Consumer goods,2024,0,True
Israel,Consumer goods,2018,18,True
Denmark,Consumer goods,2021,0,True
Denmark,Consumer goods,2022,1,True
South Africa,Consumer goods,2020,14,True
Romania,Consumer goods,2023,1,True
Australia,Consumer goods,2020,2,True
Australia,Consumer goods,2023,7,True
France,Cyber Security,2021,2,True
Czechia,Cyber Security,2017,1,True
China (mainland),Cyber Security,2019,7,True
Pakistan,Data and analytics,2015,0,True
Kazakhstan,Data and analytics,2020,0,True
Mexico,Data and analytics,2019,101,True
Chile,Data and analytics,2016,0,True
Uganda,Data and analytics,2020,0,True
Colombia,Data and analytics,2016,1,True
Romania,Data and analytics,2025,26,False
Spain,Data and analytics,2023,58,True
Taiwan,Data and analytics,2023,34,True
Sri Lanka,Data and analytics,2019,1,True
Argentina,Data and analytics,2023,0,True
Serbia,Data and analytics,2024,1,True
United Kingdom,Data and analytics,2019,565,True
Peru,Data and analytics,2015,0,True
Lebanon,Data and analytics,2019,0,True
Nigeria,Data and analytics,2018,5,True
Sweden,Data and analytics,2019,34,True
Norway,Data and analytics,2024,123,True
Israel,Data and analytics,2016,166,True
Austria,Data and analytics,2024,24,True
Ghana,Education,2025,0,False
Israel,Education,2022,2,True
Mongolia,Education,2021,0,True
Turkey,Education,2020,0,True
Romania,Education,2024,0,True
Cyprus,Education,2018,1,True
Nigeria,Education,2022,0,True
Tunisia,Energy and natural resources,2022,0,True
Netherlands,Energy and natural resources,2015,0,True
Ireland,Energy and natural resources,2022,0,True
Saudi Arabia,Finance,2021,175,True
Singapore,Finance,2017,11,True
Finland,Finance,2021,0,True
Indonesia,Finance,2020,1,True
Turkey,Finance,2020,0,True
Colombia,Finance,2023,0,True
United States,Finance,2015,4266,True
Austria,Finance,2020,3,True
Austria,Finance,2022,3,True
Canada,Finance,2025,17,False
Thailand,Finance,2015,0,True
Thailand,Finance,2016,0,True
Thailand,Finance,2018,1,True
United Arab Emirates,Gaming,2024,0,True
Spain,Gaming,2016,0,True
Australia,Gaming,2021,32,True
United Kingdom,Gaming,2020,31,True
Qatar,General purpose,2024,0,True
Thailand,General purpose,2025,0,False
Chile,General purpose,2018,6,True
Azerbaijan,General purpose,2022,0,True
Serbia,General purpose,2019,0,True
Armenia,General purpose,2020,0,True
Singapore,General purpose,2021,892,True
Latvia,General purpose,2024,2,True
Luxembourg,General purpose,2016,0,True
Nigeria,General purpose,2023,2,True
Poland,General purpose,2018,14,True
Argentina,General purpose,2022,3,True
South Korea,General purpose,2018,37,True
Peru,General purpose,2023,1,True
South Africa,Hardware,2021,1,True
South Africa,Hardware,2022,6,True
Ireland,Hardware,2022,7,True
Austria,Hardware,2021,7,True
Canada,Hardware,2021,247,True
Australia,Hardware,2019,18,True
Japan,Healthcare and Life Sciences,2016,4,True
Ireland,Healthcare and Life Sciences,2024,1,True
Mexico,Healthcare and Life Sciences,2023,0,True
Switzerland,Healthcare and Life Sciences,2018,9,True
Australia,Healthcare and Life Sciences,2021,50,True
Brazil,Healthcare and Life Sciences,2025,12,False
Côte d'Ivoire,Healthcare and Life Sciences,2023,0,True
Czechia,Healthcare and Life Sciences,2024,0,True
Kazakhstan,Healthcare and Life Sciences,2024,1,True
Kenya,Healthcare and Life Sciences,2019,2,True
Kenya,Healthcare and Life Sciences,2020,2,True
Japan,Information Technology,2016,627,True
Japan,Information Technology,2021,214,True
South Africa,Information Technology,2018,0,True
Germany,Information Technology,2020,121,True
Algeria,Information Technology,2021,0,True
Poland,Information Technology,2022,4,True
Greece,Information Technology,2022,7,True
Ireland,Information Technology,2024,23,True
Indonesia,Information Technology,2019,0,True
Singapore,Information Technology,2022,190,True
Sweden,Information Technology,2016,2,True
Chile,Information Technology,2015,0,True
Netherlands,Information Technology,2022,35,True
Portugal,Information Technology,2019,5,True
Portugal,Information Technology,2023,2,True
United Kingdom,Lending and Investments,2017,76,True
