country,field,year,num_patent_applications,complete
Czechia,Banking and Finance,2023,0,False
Croatia,Banking and Finance,2015,0,True
United Kingdom,Banking and Finance,2021,11,False
Slovenia,Business,2022,0,False
Denmark,Business,2021,1,False
United Kingdom,Business,2024,10,False
International Bureau of WIPO,Business,2019,0,True
Portugal,Business,2022,0,False
Malaysia,Business,2018,4,True
Chile,Energy Management,2019,0,True
Singapore,Energy Management,2018,4,True
Finland,Energy Management,2023,0,False
Indonesia,Energy Management,2016,0,True
Ukraine,Industry and Manufacturing,2022,0,False
Germany,Industry and Manufacturing,2017,43,True
Israel,Industry and Manufacturing,2022,1,False
Switzerland,Industry and Manufacturing,2021,2,False
New Zealand,Industry and Manufacturing,2017,2,True
Luxembourg,Industry and Manufacturing,2017,0,True
China (mainland),Life Sciences,2023,8030,False
Turkey,Life Sciences,2016,0,True
Italy,Life Sciences,2019,17,True
Germany,Life Sciences,2018,58,True
Germany,Life Sciences,2023,17,False
Russia,Life Sciences,2021,15,False
Netherlands,Life Sciences,2020,4,True
Netherlands,Life Sciences,2024,0,False
United States,Life Sciences,2015,658,True
United States,Life Sciences,2024,1,False
Colombia,Personal Devices and Computing,2019,0,True
Finland,Personal Devices and Computing,2019,17,True
Mexico,Personal Devices and Computing,2015,4,True
European Patent Organization,Personal Devices and Computing,2023,9,False
Singapore,Personal Devices and Computing,2019,78,True
Israel,Personal Devices and Computing,2015,10,True
South Africa,Personal Devices and Computing,2020,2,True
Czechia,Personal Devices and Computing,2023,0,False
Cuba,Personal Devices and Computing,2020,0,True
Eurasian Patent Organization,Personal Devices and Computing,2016,1,True
Sweden,Personal Devices and Computing,2021,11,False
Switzerland,Personal Devices and Computing,2017,0,True
Romania,Personal Devices and Computing,2018,0,True
Ireland,Physical Sciences and Engineering,2018,0,True
Uruguay,Physical Sciences and Engineering,2017,0,True
Slovakia,Physical Sciences and Engineering,2015,0,True
Turkey,Physical Sciences and Engineering,2021,1,False
Spain,Physical Sciences and Engineering,2021,7,False
Taiwan,Physical Sciences and Engineering,2023,3,False
Hungary,Physical Sciences and Engineering,2020,0,True
Germany,Physical Sciences and Engineering,2018,23,True
Sweden,Physical Sciences and Engineering,2021,1,False
Croatia,Physical Sciences and Engineering,2019,0,True
Colombia,Security,2015,0,True
Colombia,Security,2023,0,False
Serbia,Security,2016,0,True
Norway,Security,2016,0,True
France,Security,2016,6,True
Chile,Security,2022,0,False
Sweden,Security,2017,0,True
Sweden,Security,2018,1,True
European Patent Organization,Security,2019,44,True
Germany,Security,2019,30,True
Germany,Security,2023,12,False
Morocco,Telecommunications,2019,3,True
Ukraine,Telecommunications,2016,0,True
Ukraine,Telecommunications,2022,0,False
Peru,Telecommunications,2023,0,False
South Korea,Telecommunications,2016,208,True
Japan,Telecommunications,2024,0,False
Israel,Telecommunications,2018,6,True
Jordan,Telecommunications,2021,0,False
New Zealand,Telecommunications,2018,1,True
Portugal,Telecommunications,2019,1,True
Belgium,Telecommunications,2022,0,False
Canada,Transportation,2020,46,True
Argentina,Transportation,2020,0,True
Czechia,Transportation,2017,0,True
Philippines,Transportation,2022,0,False
Austria,Transportation,2016,3,True
New Zealand,Transportation,2019,0,True
Greece,Agriculture,2021,1,False
Romania,Agriculture,2021,0,False
Switzerland,Agriculture,2020,0,True
Japan,Agriculture,2020,37,True
Saudi Arabia,Agriculture,2021,0,False
Turkey,Agriculture,2015,0,True
Austria,Agriculture,2021,1,False
Mexico,All,2016,44,True
Argentina,All,2018,7,True
Argentina,All,2020,10,True
Israel,All,2018,20,True
Belgium,All,2017,2,True
Denmark,All,2017,25,True
Uruguay,Banking and Finance,2020,0,True
Australia,Banking and Finance,2017,19,True
Estonia,Banking and Finance,2022,0,False
South Africa,Banking and Finance,2016,0,True
Morocco,Banking and Finance,2017,0,True
Austria,Banking and Finance,2016,0,True
Bulgaria,Banking and Finance,2015,0,True
Bulgaria,Banking and Finance,2019,0,True
Saudi Arabia,Banking and Finance,2021,0,False
China (mainland),Banking and Finance,2022,2003,False
France,Banking and Finance,2022,5,False
Poland,Business,2017,1,True
Finland,Business,2020,6,True
France,Business,2023,5,False
European Patent Organization,Business,2016,10,True
Colombia,Business,2019,1,True
Colombia,Business,2024,1,False
Denmark,Business,2015,3,True
Singapore,Business,2016,14,True
South Korea,Business,2020,1663,True
Oman,Business,2016,0,True
World Intellectual Property Organization (WIPO),Business,2019,80,True
Japan,Business,2020,283,True
Taiwan,Business,2021,21,False
Germany,Business,2015,11,True
Canada,Business,2019,123,True
Canada,Business,2024,1,False
Australia,Energy Management,2022,13,False
Chile,Energy Management,2017,0,True
International Bureau of WIPO,Energy Management,2016,0,True
New Zealand,Energy Management,2021,2,False
Greece,Energy Management,2017,0,True
Bulgaria,Energy Management,2017,0,True
Bulgaria,Energy Management,2019,0,True
Argentina,Energy Management,2019,0,True
Jordan,Energy Management,2021,0,False
Estonia,Energy Management,2022,0,False
Latvia,Energy Management,2020,0,True
South Korea,Industry and Manufacturing,2018,252,True
South Korea,Industry and Manufacturing,2019,550,True
United Kingdom,Industry and Manufacturing,2021,10,False
Belgium,Industry and Manufacturing,2023,0,False
China (mainland),Life Sciences,2017,870,True
China (mainland),Life Sciences,2022,6178,False
Hungary,Life Sciences,2022,4,False
International Bureau of WIPO,Life Sciences,2019,1,True
Philippines,Life Sciences,2022,0,False
South Africa,Life Sciences,2017,1,True
Greece,Life Sciences,2020,0,True
Italy,Life Sciences,2023,1,False
Morocco,Life Sciences,2021,1,False
United States,Life Sciences,2017,1376,True
Belgium,Life Sciences,2022,2,False
Turkey,Personal Devices and Computing,2015,2,True
Turkey,Personal Devices and Computing,2022,4,False
Colombia,Personal Devices and Computing,2023,0,False
Slovenia,Personal Devices and Computing,2016,0,True
Austria,Personal Devices and Computing,2015,0,True
Greece,Personal Devices and Computing,2015,1,True
European Patent Organization,Personal Devices and Computing,2015,41,True
European Patent Organization,Personal Devices and Computing,2020,466,True
New Zealand,Personal Devices and Computing,2016,0,True
Bulgaria,Personal Devices and Computing,2021,0,False
International Bureau of WIPO,Personal Devices and Computing,2019,0,True
Russia,Personal Devices and Computing,2020,81,True
Romania,Physical Sciences and Engineering,2022,1,False
Luxembourg,Physical Sciences and Engineering,2018,1,True
Lithuania,Physical Sciences and Engineering,2017,0,True
Colombia,Physical Sciences and Engineering,2023,0,False
Brazil,Physical Sciences and Engineering,2019,16,True
India,Physical Sciences and Engineering,2018,10,True
South Africa,Physical Sciences and Engineering,2024,0,False
Costa Rica,Physical Sciences and Engineering,2020,0,True
Bulgaria,Physical Sciences and Engineering,2017,0,True
Croatia,Security,2015,0,True
Australia,Security,2020,74,True
Serbia,Security,2020,0,True
Luxembourg,Security,2019,2,True
Oman,Security,2016,0,True
South Africa,Security,2021,0,False
Japan,Security,2018,104,True
Singapore,Security,2021,1,False
Argentina,Security,2017,0,True
India,Telecommunications,2019,2,True
Eurasian Patent Organization,Telecommunications,2017,0,True
Italy,Telecommunications,2016,2,True
United Kingdom,Telecommunications,2015,26,True
Germany,Telecommunications,2015,18,True
France,Telecommunications,2016,12,True
Canada,Transportation,2015,31,True
Poland,Transportation,2021,1,False
Chile,Transportation,2017,0,True
United Kingdom,Transportation,2020,39,True
Argentina,Transportation,2017,0,True
Luxembourg,Transportation,2021,1,False
Slovenia,Transportation,2018,0,True
Ukraine,Transportation,2021,0,False
Netherlands,Transportation,2018,0,True
Latvia,Agriculture,2020,0,True
Morocco,Agriculture,2019,0,True
Ireland,Agriculture,2016,0,True
New Zealand,Agriculture,2015,0,True
Taiwan,Agriculture,2024,0,False
Costa Rica,Agriculture,2019,0,True
South Korea,Agriculture,2015,5,True
Mexico,Agriculture,2020,13,True
Jordan,Agriculture,2021,0,False
Russia,All,2017,182,True
International Bureau of WIPO,All,2016,9,True
South Africa,All,2019,1,True
Poland,All,2015,20,True
Poland,All,2022,11,False
India,All,2016,156,True
Finland,All,2023,4,False
Italy,Banking and Finance,2019,3,True
Italy,Banking and Finance,2020,1,True
Colombia,Banking and Finance,2015,0,True
Colombia,Banking and Finance,2021,0,False
Morocco,Banking and Finance,2015,1,True
South Korea,Banking and Finance,2019,246,True
International Bureau of WIPO,Banking and Finance,2019,0,True
Mexico,Banking and Finance,2018,3,True
Portugal,Banking and Finance,2019,0,True
Spain,Banking and Finance,2019,3,True
United Kingdom,Banking and Finance,2022,14,False
Switzerland,Banking and Finance,2016,2,True
Taiwan,Banking and Finance,2016,1,True
Taiwan,Banking and Finance,2019,4,True
Hungary,Business,2017,2,True
Philippines,Business,2019,4,True
Finland,Business,2015,2,True
Ukraine,Business,2023,0,False
Romania,Business,2022,1,False
Israel,Business,2020,2,True
South Korea,Business,2022,2145,False
Estonia,Business,2022,0,False
World Intellectual Property Organization (WIPO),Business,2015,0,True
Eurasian Patent Organization,Business,2018,1,True
Tunisia,Business,2020,0,True
Jordan,Business,2019,0,True
Malaysia,Business,2017,6,True
Ukraine,Energy Management,2023,0,False
Lithuania,Energy Management,2019,0,True
Romania,Energy Management,2018,0,True
Romania,Energy Management,2023,0,False
Peru,Energy Management,2022,0,False
United Kingdom,Energy Management,2024,6,False
Argentina,Energy Management,2022,1,False
Finland,Industry and Manufacturing,2019,7,True
Portugal,Industry and Manufacturing,2021,1,False
Japan,Industry and Manufacturing,2016,107,True
Netherlands,Industry and Manufacturing,2019,1,True
India,Industry and Manufacturing,2016,3,True
Canada,Industry and Manufacturing,2020,61,True
Lithuania,Industry and Manufacturing,2018,0,True
Israel,Industry and Manufacturing,2023,0,False
Czechia,Industry and Manufacturing,2020,0,True
Austria,Industry and Manufacturing,2021,2,False
Bulgaria,Industry and Manufacturing,2023,0,False
Philippines,Industry and Manufacturing,2017,0,True
Sweden,Industry and Manufacturing,2015,0,True
Poland,Industry and Manufacturing,2019,3,True
Luxembourg,Industry and Manufacturing,2016,0,True
Ukraine,Life Sciences,2023,0,False
Mexico,Life Sciences,2019,31,True
Sweden,Life Sciences,2023,0,False
Turkey,Life Sciences,2019,4,True
Philippines,Life Sciences,2019,2,True
Greece,Life Sciences,2015,0,True
Greece,Life Sciences,2018,2,True
Latvia,Life Sciences,2017,0,True
Spain,Life Sciences,2022,14,False
Poland,Life Sciences,2021,3,False
World Intellectual Property Organization (WIPO),Life Sciences,2016,0,True
Argentina,Life Sciences,2018,2,True
Denmark,Life Sciences,2022,3,False
Serbia,Personal Devices and Computing,2018,0,True
Hungary,Personal Devices and Computing,2021,1,False
Azerbaijan,Personal Devices and Computing,2018,1,True
Denmark,Personal Devices and Computing,2020,6,True
India,Personal Devices and Computing,2022,0,False
South Africa,Personal Devices and Computing,2018,2,True
Germany,Personal Devices and Computing,2018,221,True
Romania,Personal Devices and Computing,2016,0,True
Lithuania,Personal Devices and Computing,2017,1,True
Canada,Physical Sciences and Engineering,2017,37,True
Peru,Physical Sciences and Engineering,2015,1,True
Lithuania,Physical Sciences and Engineering,2020,2,True
Norway,Physical Sciences and Engineering,2020,2,True
Italy,Physical Sciences and Engineering,2015,0,True
Netherlands,Physical Sciences and Engineering,2024,0,False
Turkey,Physical Sciences and Engineering,2017,0,True
Czechia,Physical Sciences and Engineering,2017,0,True
Spain,Physical Sciences and Engineering,2016,5,True
United Kingdom,Physical Sciences and Engineering,2023,30,False
Chile,Physical Sciences and Engineering,2019,0,True
Australia,Physical Sciences and Engineering,2023,4,False
Mexico,Security,2022,1,False
United States,Security,2022,429,False
South Africa,Security,2022,0,False
Netherlands,Security,2020,1,True
France,Security,2020,20,True
China (mainland),Security,2024,1838,False
Taiwan,Security,2018,12,True
Taiwan,Security,2022,7,False
Japan,Security,2024,0,False
New Zealand,Security,2021,0,False
Peru,Security,2018,0,True
Uruguay,Telecommunications,2017,0,True
Hungary,Telecommunications,2020,1,True
South Korea,Telecommunications,2020,1576,True
Malaysia,Telecommunications,2017,6,True
United Kingdom,Telecommunications,2018,65,True
France,Telecommunications,2020,50,True
Brazil,Transportation,2016,22,True
Finland,Transportation,2015,0,True
Finland,Transportation,2016,0,True
Taiwan,Transportation,2016,6,True
Serbia,Transportation,2015,0,True
Turkey,Transportation,2015,1,True
Morocco,Transportation,2015,0,True
Austria,Transportation,2021,3,False
Romania,Transportation,2017,0,True
Netherlands,Transportation,2016,1,True
Indonesia,Transportation,2016,0,True
Canada,Agriculture,2017,21,True
European Patent Organization,Agriculture,2017,9,True
Taiwan,Agriculture,2023,0,False
Switzerland,Agriculture,2021,0,False
Spain,Agriculture,2015,1,True
Spain,Agriculture,2017,5,True
Estonia,Agriculture,2022,0,False
Mexico,Agriculture,2019,8,True
Panama,Agriculture,2016,0,True
World Intellectual Property Organization (WIPO),All,2020,980,True
Ukraine,All,2023,7,False
Colombia,All,2021,2,False
Israel,All,2022,27,False
France,All,2017,97,True
Japan,Banking and Finance,2018,84,True
Singapore,Banking and Finance,2018,19,True
Norway,Banking and Finance,2016,0,True
Sweden,Banking and Finance,2022,4,False
Serbia,Banking and Finance,2016,0,True
World Intellectual Property Organization (WIPO),Banking and Finance,2021,42,False
Slovakia,Banking and Finance,2023,0,False
France,Banking and Finance,2021,7,False
Oman,Banking and Finance,2016,0,True
Eurasian Patent Organization,Banking and Finance,2015,0,True
Taiwan,Banking and Finance,2017,4,True
Iran,Banking and Finance,2018,0,True
Greece,Business,2017,1,True
South Africa,Business,2022,0,False
Netherlands,Business,2020,2,True
Australia,Business,2020,117,True
European Patent Organization,Business,2018,45,True
China (mainland),Business,2022,10463,False
